OmniMap_IDX,Resource,ResourceDiseaseID,ResourceDiseaseName,OmniDisease_ID,OmniDisease,MCode,DiseasePath,Receptors,ReceptorsStatus
668,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-0953,Other Gynecological / Fallopian Tube / Mesothelial tumors,,
669,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1923,Other Gynecological / Fallopian Tube / Mesothelial tumors / Adenomatoid tumor,,
670,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-0957,Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors,,
671,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1924,Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors / Adenosarcoma,,
672,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1965,Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors / Malignant Mullerian mixed tumor (carcinomasarcoma: metaplastic carcinoma),,
673,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-0958,Other Gynecological / Fallopian Tube / Secondary tumors,,
674,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1970,Other Gynecological / Fallopian Tube / Soft tissue tumors / Others,,
675,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1971,Other Gynecological / Fallopian Tube / Trophoblastic disease / Others,,
676,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1975,Other Gynecological / Fallopian Tube / Trophoblastic disease / Placental site nodule,,
677,JAX,1964,fallopian tube cancer,OmniDx_0010,Ovarian Cancer,MD-1976,Other Gynecological / Fallopian Tube / Trophoblastic disease / Placental site trophoblastic tumor,,
678,JAX,1964,fallopian tube cancer,OmniDx_0024,Uterine Cancer,MD-0963,Other Gynecological / Fallopian Tube / Trophoblastic disease,,
679,JAX,1964,fallopian tube cancer,OmniDx_0024,Uterine Cancer,MD-1937,Other Gynecological / Fallopian Tube / Trophoblastic disease / Choriocarcinoma,,
680,JAX,1964,fallopian tube cancer,OmniDx_0024,Uterine Cancer,MD-1949,Other Gynecological / Fallopian Tube / Trophoblastic disease / Hydatidiform mole,,
681,JAX,1964,fallopian tube cancer,OmniDx_0024,Uterine Cancer,MD-0963,Other Gynecological / Fallopian Tube / Trophoblastic disease,,
682,JAX,1964,fallopian tube cancer,OmniDx_0024,Uterine Cancer,MD-1937,Other Gynecological / Fallopian Tube / Trophoblastic disease / Choriocarcinoma,,
683,JAX,1964,fallopian tube cancer,OmniDx_0024,Uterine Cancer,MD-1949,Other Gynecological / Fallopian Tube / Trophoblastic disease / Hydatidiform mole,,
684,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0213,Other Gynecological / Fallopian Tube,,
685,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0943,Other Gynecological / Fallopian Tube / Epithelial tumors,,
686,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1933,Other Gynecological / Fallopian Tube / Epithelial tumors / Borderline tumor (of low malignant potential),,
687,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2603,Other Gynecological / Fallopian Tube / Epithelial tumors / Borderline tumor (of low malignant potential) / Endometrioid borderline tumor,,
688,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2614,Other Gynecological / Fallopian Tube / Epithelial tumors / Borderline tumor (of low malignant potential) / Mucinous borderline tumor,,
689,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2617,Other Gynecological / Fallopian Tube / Epithelial tumors / Borderline tumor (of low malignant potential) / Others,,
690,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2624,Other Gynecological / Fallopian Tube / Epithelial tumors / Borderline tumor (of low malignant potential) / Serous borderline tumor,,
691,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1934,Other Gynecological / Fallopian Tube / Epithelial tumors / Carcinoma in situ,,
692,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1959,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant,,
693,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2596,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Clear cell adenocarcinoma,,
694,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2601,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Endometrioid adenocarcinoma,,
695,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2612,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Mucinous adenocarcinoma,,
696,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2618,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Others,,
697,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2623,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Serous adenocarcinoma,,
698,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2626,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Squamous cell carcinoma,,
699,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2631,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Transitional cell carcinoma,,
700,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2635,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Undifferentiated carcinoma,,
701,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1985,Other Gynecological / Fallopian Tube / Epithelial tumors / Tumor-like epithelial lesions,,
702,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2605,Other Gynecological / Fallopian Tube / Epithelial tumors / Tumor-like epithelial lesions / Endosalpingiosis,,
703,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2622,Other Gynecological / Fallopian Tube / Epithelial tumors / Tumor-like epithelial lesions / Salpingitis isthmica nodosa,,
704,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2632,Other Gynecological / Fallopian Tube / Epithelial tumors / Tumor-like epithelial lesions / Tubal epithelial hyperplasia,,
705,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0946,Other Gynecological / Fallopian Tube / Germ cell tumors,,
706,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1969,Other Gynecological / Fallopian Tube / Germ cell tumors / Others,,
707,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1984,Other Gynecological / Fallopian Tube / Germ cell tumors / Teratoma,,
708,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2607,Other Gynecological / Fallopian Tube / Germ cell tumors / Teratoma / Immature teratoma,,
709,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-2608,Other Gynecological / Fallopian Tube / Germ cell tumors / Teratoma / Mature teratoma,,
710,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0948,Other Gynecological / Fallopian Tube / Lymphoid and hematopoietic tumors,,
711,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0953,Other Gynecological / Fallopian Tube / Mesothelial tumors,,
712,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1923,Other Gynecological / Fallopian Tube / Mesothelial tumors / Adenomatoid tumor,,
713,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0957,Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors,,
714,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1924,Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors / Adenosarcoma,,
715,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1965,Other Gynecological / Fallopian Tube / Mixed epithelial-mesenchymal tumors / Malignant Mullerian mixed tumor (carcinomasarcoma: metaplastic carcinoma),,
716,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-0958,Other Gynecological / Fallopian Tube / Secondary tumors,,
717,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1970,Other Gynecological / Fallopian Tube / Soft tissue tumors / Others,,
718,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1971,Other Gynecological / Fallopian Tube / Trophoblastic disease / Others,,
719,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1975,Other Gynecological / Fallopian Tube / Trophoblastic disease / Placental site nodule,,
720,JAX,1963,fallopian tube carcinoma,OmniDx_0010,Ovarian Cancer,MD-1976,Other Gynecological / Fallopian Tube / Trophoblastic disease / Placental site trophoblastic tumor,,
721,JAX,1963,fallopian tube carcinoma,OmniDx_0024,Uterine Cancer,MD-0963,Other Gynecological / Fallopian Tube / Trophoblastic disease,,
722,JAX,1963,fallopian tube carcinoma,OmniDx_0024,Uterine Cancer,MD-1937,Other Gynecological / Fallopian Tube / Trophoblastic disease / Choriocarcinoma,,
723,JAX,1963,fallopian tube carcinoma,OmniDx_0024,Uterine Cancer,MD-1949,Other Gynecological / Fallopian Tube / Trophoblastic disease / Hydatidiform mole,,
724,JAX,1963,fallopian tube carcinoma,OmniDx_0024,Uterine Cancer,MD-0963,Other Gynecological / Fallopian Tube / Trophoblastic disease,,
725,JAX,1963,fallopian tube carcinoma,OmniDx_0024,Uterine Cancer,MD-1937,Other Gynecological / Fallopian Tube / Trophoblastic disease / Choriocarcinoma,,
726,JAX,1963,fallopian tube carcinoma,OmniDx_0024,Uterine Cancer,MD-1949,Other Gynecological / Fallopian Tube / Trophoblastic disease / Hydatidiform mole,,
728,JAX,5301,fallopian tube clear cell adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2596,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Clear cell adenocarcinoma,,
729,JAX,5831,fallopian tube endometrioid adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2601,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Endometrioid adenocarcinoma,,
730,JAX,5598,fallopian tube serous adenocarcinoma,OmniDx_0010,Ovarian Cancer,MD-2623,Other Gynecological / Fallopian Tube / Epithelial tumors / Malignant / Serous adenocarcinoma,,
732,JAX,120,female reproductive organ cancer,OmniDx_0036,Female Genital Cancer,,,,
733,JAX,120,female reproductive organ cancer,OmniDx_0024,Uterine Cancer,,,,
734,JAX,120,female reproductive organ cancer,OmniDx_0010,Ovarian Cancer,,,,
736,JAX,5015,fibrolamellar carcinoma,OmniDx_0068,Sarcoma,MD-0568,Liver / Miscellaneous Tumors / Solitary fibrous tumor,,
739,JAX,3962,follicular thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-0915,Thyroid / Other thyroid tumors / Follicular adenoma,,
740,JAX,3962,follicular thyroid carcinoma,OmniDx_0007,Thyroid Cancer,MD-0916,Thyroid / Thyroid carcinomas / Follicular carcinoma,,
741,JAX,3500,gallbladder adenocarcinoma,OmniDx_0037,Gallbladder Cancer,MD-1071,Gallbladder & Extrahepatic bile duct / Epithelial tumors / Mixed carcinoid-adenocarcinoma8244|3,,
742,JAX,3500,gallbladder adenocarcinoma,OmniDx_0037,Gallbladder Cancer,MD-2125,Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Adenocarcinoma 8140|3,,
743,JAX,3500,gallbladder adenocarcinoma,OmniDx_0037,Gallbladder Cancer,MD-2128,Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Adenosquamous carcinoma 8560|3,,
744,JAX,3500,gallbladder adenocarcinoma,OmniDx_0037,Gallbladder Cancer,MD-2131,Gallbladder & Extrahepatic bile duct / Epithelial tumors / Malignant carcinoma / Clear cell adenocarcinoma 8310|3,,
745,JAX,3121,gallbladder cancer,OmniDx_0037,Gallbladder Cancer,,,,
746,JAX,4948,gallbladder carcinoma,OmniDx_0037,Gallbladder Cancer,,,,
747,JAX,5078,ganglioglioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1096,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Anaplastic ganglioglioma,,
748,JAX,5078,ganglioglioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1110,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Desmoplastic infantile astrocytoma | ganglioglioma,,
749,JAX,5078,ganglioglioma,OmniDx_0032,Brain and Nervous System Cancer,MD-1120,Brain / Tumors of Neuroepithelial Tissue / Neuronal and mixed neuronal-glial tumours / Ganglioglioma,,
751,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-0866,Stomach / Epithelial tumors / Intraepithelial neoplasia - Adenoma,,
752,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1869,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma,,
753,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1873,Stomach / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
754,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1875,Stomach / Epithelial tumors / Carcinoma / Papillary adenocarcinoma,,
755,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1879,Stomach / Epithelial tumors / Carcinoma / Tubular adenocarcinoma,,
756,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-2580,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma / diffuse type,,
757,JAX,3717,gastric adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-2581,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma / intestinal type,,
758,JAX,5635,gastric adenosquamous carcinoma,OmniDx_0009,Stomach Cancer,MD-1870,Stomach / Epithelial tumors / Carcinoma / Adenosquamous carcinoma,,
759,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-0866,Stomach / Epithelial tumors / Intraepithelial neoplasia - Adenoma,,
760,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1869,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma,,
761,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1873,Stomach / Epithelial tumors / Carcinoma / Mucinous adenocarcinoma,,
762,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1875,Stomach / Epithelial tumors / Carcinoma / Papillary adenocarcinoma,,
763,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1879,Stomach / Epithelial tumors / Carcinoma / Tubular adenocarcinoma,,
764,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-2580,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma / diffuse type,,
765,JAX,6271,gastric cardia adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-2581,Stomach / Epithelial tumors / Carcinoma / Adenocarcinoma / intestinal type,,
766,JAX,6270,gastric cardia carcinoma,OmniDx_0009,Stomach Cancer,,,,
767,JAX,4715,gastric neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0155,Pancreatic (Endocrine) / Well-differentiated endocrine carcinoma,,
768,JAX,4715,gastric neuroendocrine neoplasm,OmniDx_0063,Neuroendocrine Tumors,MD-0156,Pancreatic (Endocrine) / Well-differentiated endocrine tumor,,
769,JAX,8025,gastric signet ring cell adenocarcinoma,OmniDx_0009,Stomach Cancer,MD-1876,Stomach / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma,,
770,JAX,6552,gastric small cell carcinoma,OmniDx_0063,Neuroendocrine Tumors,MD-1877,Stomach / Epithelial tumors / Carcinoma / Small cell carcinoma,,
771,JAX,5516,gastric squamous cell carcinoma,OmniDx_0009,Stomach Cancer,MD-1878,Stomach / Epithelial tumors / Carcinoma / Squamous cell carcinoma,,
773,JAX,80374,gastroesophageal cancer,OmniDx_0009,Stomach Cancer,,,,
774,JAX,80374,gastroesophageal cancer,OmniDx_0034,Esophageal Cancer,,,,
775,JAX,4944,gastroesophageal junction adenocarcinoma,OmniDx_0034,Esophageal Cancer,MD-2755,Gastroesophageal junction / Epithelial tumors / Adenocarcinoma,,
776,JAX,9253,gastrointestinal stromal tumor,OmniDx_0068,Sarcoma,MD-1005,Appendix / Non-epithelial tumors / Gastrointestinal stromal tumor,,
777,JAX,9253,gastrointestinal stromal tumor,OmniDx_0068,Sarcoma,MD-0406,Colorectal / Non-epithelial tumors / Gastrointestinal stromal tumor,,
778,JAX,9253,gastrointestinal stromal tumor,OmniDx_0068,Sarcoma,MD-0863,Stomach / Non-epithelial tumors / GI stromal tumor,,
779,JAX,9253,gastrointestinal stromal tumor,OmniDx_0068,Sarcoma,MD-0968,Small Intestine / Non-epithelial tumors / Gastrointestinal stromal tumor,,
780,JAX,9253,gastrointestinal stromal tumor,OmniDx_0068,Sarcoma,MD-0442,Esophageal / Non-epithelial tumors / Gastointestinal stromal tumor,,
781,JAX,9253,gastrointestinal stromal tumor,OmniDx_0068,Sarcoma,MD-2766,GIST,,
782,JAX,3119,gastrointestinal system cancer,OmniDx_0025,Liver and Bile Duct Cancer,,,,
783,JAX,3119,gastrointestinal system cancer,OmniDx_0037,Gallbladder Cancer,,,,
784,JAX,3119,gastrointestinal system cancer,OmniDx_0009,Stomach Cancer,,,,
785,JAX,3119,gastrointestinal system cancer,OmniDx_0077,Small Intestine Cancer,,,,
786,JAX,3119,gastrointestinal system cancer,OmniDx_0003,Colorectal Cancer,,,,
787,JAX,3119,gastrointestinal system cancer,OmniDx_0066,Pancreatic Cancer,,,,
788,JAX,2994,germ cell cancer,,,MD-0044,Brain / Germ cell tumours,,
789,JAX,2994,germ cell cancer,,,MD-0091,Kidney / Germ Cell Tumor,,
790,JAX,2994,germ cell cancer,,,MD-0143,Ovary / Germ cell sex cord-stromal tumors,,
791,JAX,2994,germ cell cancer,,,MD-0144,Ovary / Germ Cell Tumors,,
792,JAX,2994,germ cell cancer,,,MD-0196,Testicular / Germ cell tumor,,
793,JAX,2994,germ cell cancer,,,MD-0263,Mediastinum & Thymus / Germ Cell Tumors,,
794,JAX,2994,germ cell cancer,,,MD-0302,Brain / Germ cell tumours / Choriocarcinoma,,
795,JAX,2994,germ cell cancer,,,MD-0305,Brain / Germ cell tumours / Embryonal carcinoma,,
796,JAX,2994,germ cell cancer,,,MD-0308,Brain / Germ cell tumours / Germinoma,,
797,JAX,2994,germ cell cancer,,,MD-0314,Brain / Germ cell tumours / Mixed germ cell tumours,,
798,JAX,2994,germ cell cancer,,,MD-0322,Brain / Germ cell tumours / Teratoma,,
799,JAX,2994,germ cell cancer,,,MD-0325,Brain / Germ cell tumours / Yolk sac tumour,,
800,JAX,2994,germ cell cancer,,,MD-0399,Cervical / Miscellaneous tumors / Tumors of germ cell type,,
801,JAX,2994,germ cell cancer,,,MD-0472,Head & Neck / Nasal Cavity and Paranasal Sinuses / Germ cell tumors,,
802,JAX,2994,germ cell cancer,,,MD-0506,Kidney / Germ Cell Tumor / Choriocarcinoma,,
803,JAX,2994,germ cell cancer,,,MD-0551,Kidney / Germ Cell Tumor / Teratoma,,
804,JAX,2994,germ cell cancer,,,MD-0583,Lung / Miscellaneous / Germ cell tumor,,
805,JAX,2994,germ cell cancer,,,MD-0686,Ovary / Germ Cell Tumors / Biphasic or triphasic teratoma,,
806,JAX,2994,germ cell cancer,,,MD-0693,Ovary / Germ cell sex cord-stromal tumors / Gonadoblastoma,,
807,JAX,2994,germ cell cancer,,,MD-0703,Ovary / Germ cell sex cord-stromal tumors / Mixed germ cell-sex cord-stromal tumor,,
808,JAX,2994,germ cell cancer,,,MD-0704,Ovary / Germ Cell Tumors / Monodermal teratoma and somatic-type tumors associated with dermoid cysts,,
809,JAX,2994,germ cell cancer,,,MD-0713,Ovary / Germ Cell Tumors / Primitive germ cell tumors,,
810,JAX,2994,germ cell cancer,,,MD-0906,Testicular / Sex cord|gonadal stromal tumors / Tumors containing both germ cell and sex cord|gonadal stromal elements,,
811,JAX,2994,germ cell cancer,,,MD-0946,Other Gynecological / Fallopian Tube / Germ cell tumors,,
812,JAX,2994,germ cell cancer,,,MD-1048,Mediastinum & Thymus / Germ Cell Tumors / GCTs of more than one histological type (mixed GCT),,
813,JAX,2994,germ cell cancer,,,MD-1049,Mediastinum & Thymus / Germ Cell Tumors / GCTs of one histological type (pure GCTs),,
